Tweet,Message,Match,Polarity
307, RT      Join GEORGE JACKSON UNIVERSITY Radio   Tonight 8PM we will be discussing politics  political prisoners  art  music  p,NONE,neutral
308, RT    I am excited to announce that I have signed my letter of intent to further my education and play basketball at Dakota Wesl,excited,positive
309, Join GEORGE JACKSON UNIVERSITY Radio   Tonight 8PM we will be discussing politics  political prisoners  art  musi,NONE,neutral
310, Learning will continue  but we must be cautious of the risk of amplifying our shameful record of inequalities acros,"risk,shameful,inequalities",negative
311, RT    Completely free online classes from U C  Berkeley  Yale  Harvard  Boston University  and Georgia Tech    Why is higher educ,free,positive
312, RT    This pandemic has shown that Canada needs to support the Health and Education sectors first  produce its own food  manufa,support,positive
313, RT    University of Louisville School of Medicine Now Using Vuzix M400 Smart Glasses to Provide  Telehealth Services  VUZI  AR  Tech,smart,positive
314, RT    Please help promote this bursary providing support to First Nations  M tis and Inuit students pursuing graduate post secon,support,positive
315, I am excited to announce that I have signed my letter of intent to further my education and play basketball at Dako,excited,positive
316, The  best case scenario  is  100M in losses at   alone  After eradicating the u,NONE,neutral
317, RT    Completely free online classes from U C  Berkeley  Yale  Harvard  Boston University  and Georgia Tech    Why is higher educ,free,positive
318, Some happy news in the cluster fuck of life right now  i got into Columbia university pre med graduate foundations,"happy,right",positive
319, This pandemic has shown that Canada needs to support the Health and Education sectors first  produce its own food,support,positive
320, It s true  They were shitty humans before university  The name brand education makes it easier to,easier,positive
321, RT    Hi      Some of your most vulnerable staff have asked for contract extensions during this cri,vulnerable,negative
322, RT    ICYMI    COVID19 pandemic is wreaking havoc on campuses  finances  Some have nearly depleted emergency reserves after,"havoc,emergency",negative
323, RT   athletics  Senior  Chase Owens has officially signed his National Letter of Intent to continue his education and athletic career at,NONE,neutral
324, The losses will stem from fewer clinical revenues  enrollment decline and other fiscal challenges  according to uni,"losses,decline",negative
325, World renowned University  Unique Education  Diverse Student Body   Compete for Ivy League Championships,renowned,positive
